SalePrice,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt
189000,7,1456,2,728,2,2005
582933,9,2822,3,1734,3,2008
118000,5,1128,1,936,1,1954
227680,7,1428,2,1417,2,2008
135500,5,980,1,980,2,1967
223500,5,1576,2,1324,1,1923
159950,5,1086,2,1024,1,1966
106000,5,2138,2,849,2,1898
181000,6,1309,2,1040,1,1974
144500,6,848,2,848,1,2004
55993,5,1044,2,540,1,1952
157900,6,1442,1,1442,1,1958
116000,5,1250,1,686,1,1918
224900,7,1661,2,1649,2,1998
137000,5,1008,1,1008,1,1954
271000,8,1689,3,1568,2,2002
155000,6,1052,2,1010,1,1971
224000,7,1358,2,1358,2,2009
183000,7,1640,2,798,2,2003
93000,4,936,2,936,1,1953
225000,7,1733,2,847,2,2003
139500,6,1489,1,778,2,1940
232600,8,1489,2,1489,2,2006
385000,10,2084,3,2078,2,2007
109500,5,784,0,784,1,1924
189000,7,1434,2,1454,2,2001
185000,5,2126,2,1013,2,1967
147400,7,1223,2,600,2,2005
166000,6,1392,2,1392,1,1957
151000,7,1200,2,600,2,2005
237000,7,1829,2,941,2,2003
167000,6,1516,2,1516,1,1964
139950,5,1144,2,1144,1,1961
128000,4,1067,2,1067,2,1950
153500,5,1559,2,1559,1,1948
100000,6,987,1,483,1,1973
144000,5,1099,1,1099,1,1995
130500,5,1200,1,768,1,1946
140000,6,1482,1,672,2,1925
157500,5,1539,2,650,2,1904
174900,6,1165,2,1127,1,1966
141000,5,1800,0,1800,2,1961
153900,5,1416,3,876,1,1915
171000,5,1701,2,1390,2,1975
213000,7,1775,2,740,2,1993
133500,5,864,1,864,1,1972
240000,6,2358,2,907,3,1908
187000,6,1855,2,528,2,1976
131500,6,848,2,848,1,2003
215000,8,1456,2,1273,2,2003
164000,7,1646,1,918,2,1941
158000,6,1445,2,1127,1,1964
170000,5,1779,2,1763,1,1955
127000,5,1040,1,1040,1,1962
147000,6,1026,2,940,1,1978
174000,6,1481,2,702,2,1994
152000,7,1370,2,1090,2,1976
250000,6,2654,2,1054,2,1968
189950,7,1426,1,912,1,1918
131500,5,1039,2,1039,1,1965
152000,6,1097,2,1040,2,1984
132500,5,1148,1,1148,1,1959
250580,7,1372,2,1372,2,2007
148500,5,1002,2,1002,1,1970
248900,8,1646,3,1638,2,2006
129000,4,1120,2,1040,1,1961
169000,5,2320,2,0,2,1948
236000,7,1949,2,1050,2,1993
109500,5,894,1,894,1,1962
200500,6,1682,2,804,2,1998
116000,5,910,2,105,1,1953
133000,5,1268,1,832,1,1949
66500,5,1131,1,676,1,1941
303477,8,2610,2,1184,2,2007
132250,4,1040,2,1064,1,1963
350000,9,2224,3,1462,2,2004
148000,5,1155,2,1109,1,1961
136500,5,864,1,864,1,1978
157000,5,1090,2,1090,1,2005
187500,7,1717,2,1156,2,1990
178000,6,1593,2,808,2,1992
118500,4,2230,1,795,1,1912
100000,5,892,1,892,1,1967
328900,9,1709,2,1698,2,1999
145000,5,1712,2,1626,2,1959
135500,5,1393,1,816,1,1955
268000,8,2217,2,2217,2,1970
149500,6,1505,2,1505,1,1953
122900,5,924,2,672,1,1949
172500,6,1683,2,918,2,1978
154500,6,1068,1,1059,1,1963
165000,5,1383,1,1383,1,1954
118858,5,1535,2,0,2,1979
140000,6,1796,2,780,1,1963
106500,4,951,1,951,1,1936
142953,5,2240,2,0,2,1979
611657,9,2364,3,2330,2,2009
135000,5,1236,1,912,1,1961
110000,4,858,1,858,1,1971
153000,5,1306,1,992,1,1957
180000,7,1509,2,783,2,2003
240000,7,1670,3,1670,2,2006
125500,5,902,1,876,1,1967
128000,5,1063,1,1056,1,1954
255000,8,1636,3,1623,2,2006
250000,7,2057,1,1017,1,1936
131000,5,902,2,864,1,1983
174000,6,1484,2,742,2,2005
154300,5,2274,2,1105,2,1960
143500,5,1268,1,1268,1,1977
88000,5,1015,1,768,1,1925
145000,5,2002,3,1001,2,1949
173733,6,1224,2,612,2,2009
75000,4,1092,1,546,1,1970
35311,2,480,1,480,0,1949
135000,4,1229,1,1134,1,1956
238000,7,2127,3,1104,2,1991
176500,6,1414,2,1184,1,1958
201000,6,1721,2,928,2,1994
145900,5,2200,0,1272,2,1900
169990,6,1316,2,1316,2,2005
193000,6,1617,2,1604,2,1993
207500,6,1686,2,1686,2,1980
175000,5,1126,2,1126,2,1977
285000,8,2374,3,1181,2,2003
176000,7,1978,2,832,2,1968
236500,8,1788,2,1753,2,2001
222000,7,2236,2,964,2,1997
201000,8,1466,3,1466,2,2007
117500,5,925,1,925,1,1965
320000,9,1905,3,1905,2,2006
190000,7,1500,2,1500,2,2004
242000,7,2069,2,585,2,1960
79900,4,747,2,600,1,1926
184900,7,1200,2,1176,2,2003
253000,7,1971,2,1113,2,2005
239799,7,1962,3,1391,2,2006
244400,7,2403,1,1032,2,1940
150900,6,1728,2,1728,2,1976
214000,7,2060,2,992,2,1999
150000,4,1440,0,1440,2,1977
143000,5,1632,2,1632,2,1967
137500,6,1344,2,819,1,1958
124900,5,1869,2,1088,1,1890
143000,5,1144,1,1144,1,1959
270000,8,1629,3,1616,2,2002
192500,7,1776,2,936,2,2002
197500,6,1381,2,1161,1,1972
129000,5,864,2,864,1,1950
119900,5,965,1,828,1,1965
133900,5,768,1,768,1,1972
172000,5,1968,2,784,2,1969
127500,6,980,0,945,2,1975
145000,6,1958,2,979,2,1946
124000,6,1229,2,561,1,1980
132000,5,1057,2,1057,1,1962
185000,7,1337,2,1337,2,2003
155000,7,1416,2,696,2,1999
116500,5,858,0,858,1,1958
272000,6,2872,2,1330,2,1977
155000,6,1548,2,804,2,1976
239000,9,1800,2,1800,2,2007
214900,7,1894,2,817,2,2002
178900,6,1484,2,783,2,2005
160000,5,1308,1,728,1,1940
135000,5,1098,1,1098,1,1955
37900,3,968,0,600,1,1910
140000,6,1095,1,588,1,1958
135000,4,1192,0,720,1,1949
173000,7,1626,2,764,2,2003
99500,6,918,1,918,2,1979
182000,7,1428,2,1428,2,2007
167500,7,2019,2,728,1,1910
165000,7,1382,2,673,2,2000
85500,4,869,0,440,1,1923
199900,7,1241,2,1241,1,2006
110000,4,894,2,894,1,1954
139000,5,1121,2,1121,1,1963
178400,7,999,2,944,1,1961
336000,8,2612,3,1225,2,1998
159895,7,1266,2,1266,2,2007
255900,8,2290,2,1128,2,2002
126000,5,1734,2,0,2,1977
125000,5,1164,1,1164,1,1950
117000,6,1635,1,485,1,1910
395192,9,1940,3,1930,2,2009
195000,6,2030,2,848,2,1976
197000,7,1576,2,770,2,2006
348000,8,2392,3,1396,2,1997
168000,8,1742,2,916,1,1882
187000,6,1851,2,822,2,1964
173900,6,1500,2,750,2,2005
337500,10,1718,3,1700,2,2006
121600,4,1230,1,747,1,1946
136500,5,1050,1,1050,1,1961
185000,6,1442,2,1442,2,1970
91000,3,1077,1,1007,1,1922
206000,7,1208,2,1187,2,2006
82000,3,944,2,0,1,1952
86000,5,691,1,691,1,1920
232000,8,1574,3,1574,2,2006
136905,5,1680,2,1680,2,1976
181000,7,1504,2,1346,2,2005
149900,5,985,1,985,2,1977
163500,6,1657,2,1657,2,1970
88000,4,1092,1,546,1,1970
240000,7,1710,2,1710,2,2004
102000,5,1522,0,1008,2,1926
135000,5,1271,1,720,2,1948
100000,5,1664,0,0,2,1965
165000,6,1502,1,602,1,1923
85000,5,1022,1,1022,1,1910
119200,6,1082,1,1082,1,1948
227000,8,1665,2,810,2,2001
203000,7,1504,2,1504,2,1996
187500,8,1360,2,1220,1,1984
160000,7,1472,2,384,2,1991
213490,7,1506,2,1362,2,2005
176000,4,1132,2,1132,1,2005
194000,7,1220,2,1199,2,2006
87000,5,1248,1,912,1,1930
191000,7,1504,2,1346,2,2005
287000,8,2898,2,1565,2,1976
112500,5,882,2,882,1,1972
167500,5,1264,2,1268,1,1960
293077,8,1646,3,1638,2,2007
105000,5,1376,1,768,1,1941
118000,6,1218,1,672,1,1972
160000,5,1928,0,686,2,1916
197000,7,3082,2,824,2,1920
310000,8,2520,3,1338,2,1993
230000,7,1654,3,1654,2,2002
119750,5,954,1,920,1,1938
84000,4,845,1,0,1,1957
315500,9,1620,3,1620,2,2007
287000,8,2263,2,1055,2,2001
97000,4,1344,0,546,1,1970
80000,4,630,1,630,1,1970
155000,5,1803,2,1134,2,1957
173000,6,1632,2,800,1,1966
196000,6,1306,2,1306,2,2005
262280,7,2329,2,1475,2,1990
278000,8,2524,2,2524,2,1981
139600,3,1733,2,0,2,1955
556581,9,2868,3,1992,3,2005
145000,5,990,2,990,1,1994
115000,5,1771,2,0,1,1960
84900,4,930,1,0,1,1946
176485,7,1302,2,1302,2,2007
200141,7,1316,2,1316,2,2007
165000,6,1977,2,816,1,1964
144500,5,1526,1,1216,1,1957
255000,8,1989,2,1065,2,2002
180000,6,1523,2,1193,2,1976
185850,7,1364,2,1364,2,2005
248000,7,1850,2,973,2,1994
335000,9,2184,3,1104,2,2008
220000,6,1991,2,854,1,1932
213500,8,1338,2,1338,2,2001
81000,3,894,3,894,1,1935
90000,5,2337,2,662,2,1900
110500,6,1103,2,1103,1,1925
154000,5,1154,2,1154,1,1966
328000,7,2260,2,1306,2,1996
178000,6,1571,2,799,2,1993
167900,6,1611,2,780,1,1964
151400,6,2521,2,942,2,1973
135000,5,893,2,845,1,1949
135000,5,1048,1,1048,1,1956
154000,6,1556,2,727,1,1968
91500,5,1456,1,810,1,1948
159500,6,1426,2,690,1,1977
194000,7,1240,3,1240,2,2006
219500,7,1740,1,800,1,1940
170000,5,1466,2,796,2,1936
138800,5,1096,1,1096,1,1969
155900,6,848,2,848,1,2004
126000,5,990,1,990,1,1994
145000,6,1258,2,1258,2,1971
133000,5,1040,1,1040,1,1963
192000,7,1459,2,1459,2,2002
160000,6,1251,1,1251,1,1964
187500,6,1498,2,691,2,1995
147000,6,996,2,936,1,1992
83500,4,1092,1,546,1,1973
252000,8,1953,3,1082,2,2005
137500,7,1709,2,970,2,2004
197000,8,1247,2,1247,1,2005
92900,3,1040,2,0,2,1950
160000,7,1252,2,600,2,1999
136500,6,1694,2,1181,2,1925
146000,5,1200,2,864,1,1965
129000,5,936,1,936,1,1956
176432,6,1314,2,1314,2,2006
127000,6,1355,0,684,1,1914
170000,8,1088,2,1074,1,1986
128000,4,1324,1,672,1,1936
157000,7,1601,2,1271,2,1978
60000,2,438,1,290,1,1920
119500,5,950,1,950,1,1971
135000,5,1134,1,1010,1,1960
159500,6,1194,2,655,1,1959
106000,5,1302,2,630,2,1970
325000,8,2622,2,1463,2,1994
179900,7,1442,2,910,2,1990
274725,7,2021,2,868,2,2006
181000,6,1690,2,924,2,2000
280000,8,1836,3,1836,2,2004
188000,6,1658,2,773,2,1995
205000,7,1964,2,803,2,1976
129900,5,816,1,816,1,1957
134500,5,1008,1,1008,1,1953
117000,5,833,1,833,1,1954
318000,8,1734,3,1734,2,2007
184100,8,1419,2,408,2,2002
130000,5,894,2,894,1,1967
140000,5,1601,1,533,1,1958
133700,5,1040,1,1040,1,1959
118400,6,1012,1,1012,1,1920
212900,7,1552,3,1552,2,2005
112000,4,960,1,672,1,1956
118000,5,698,0,698,1,1947
163900,7,1482,2,384,2,1992
115000,4,1005,2,1005,1,1955
174000,7,1555,3,1373,2,2007
259000,7,1530,3,1530,2,2004
215000,7,1959,2,847,2,2004
140000,5,936,2,936,1,1980
135000,4,1981,2,1122,2,1928
93500,5,974,0,974,1,1991
117500,6,2210,1,1008,2,1880
239500,8,2020,2,1128,2,1995
169000,6,1600,2,916,2,1997
102000,6,986,1,960,1,1926
119000,6,1252,1,1032,1,1950
94000,5,1020,0,780,1,1875
196000,6,1567,2,1567,2,1977
144000,5,1167,2,915,1,1920
139000,5,952,2,952,1,1951
197500,5,1868,2,780,2,1976
424870,8,2828,3,1466,3,2006
80000,5,1006,0,1006,1,1959
80000,4,924,1,672,1,1941
149000,5,1576,1,1042,1,1928
180000,6,1298,2,1298,2,1985
174500,7,1564,1,704,1,1941
116900,7,1111,1,572,1,1926
143000,7,1482,2,650,1,1920
124000,6,932,1,932,1,1950
149900,5,1466,2,1466,1,1959
230000,6,1811,2,1073,1,1956
120500,6,816,1,816,1,1930
201800,7,1820,2,864,1,1965
218000,5,1437,2,1437,2,1976
179900,5,1265,2,1219,2,1965
230000,7,1314,2,1314,2,2007
235128,8,1580,3,1580,2,2007
185000,6,1876,2,901,2,1974
146000,6,1456,2,855,2,1978
224000,6,1640,2,1296,1,1954
129000,5,894,2,894,1,1968
108959,4,1258,2,1198,0,1969
194000,5,1432,2,1360,1,1978
233170,7,1502,2,1502,2,2009
245350,8,1694,3,1694,2,2008
173000,6,1671,2,959,2,2000
235000,6,2108,2,1127,2,1935
625000,10,3627,3,1930,3,1995
171000,6,1118,1,1096,1,1977
163000,6,1261,2,1261,1,1958
171900,7,1250,2,625,2,2006
200500,5,3086,0,1598,3,1946
239000,6,2345,2,952,2,1932
285000,8,2872,2,1683,2,1992
119500,5,923,1,876,1,1984
115000,6,1224,1,818,1,1926
154900,5,1343,1,731,1,1921
93000,5,1124,0,0,1,1954
250000,7,2514,2,1216,2,1990
392500,8,1652,2,1600,2,2008
745000,10,4476,3,2396,3,1996
120000,5,1130,2,1120,1,1920
186700,5,1572,3,1572,1,1963
104900,5,1221,1,784,1,1924
95000,3,1699,2,978,2,1900
262000,8,1624,3,1624,2,1994
195000,7,1660,2,831,2,2002
189000,7,1804,2,994,2,1999
168000,4,1622,4,1249,1,1961
174000,8,1441,2,776,2,1999
125000,5,1472,1,702,1,1925
165000,6,1224,2,1224,2,1999
158000,6,1352,1,663,1,1969
176000,6,1456,2,728,2,2005
219210,7,1863,3,879,2,2006
144000,7,1690,1,815,1,1916
178000,7,1212,2,1212,2,2001
148000,4,1382,2,1051,1,1963
116050,4,864,1,864,1,1970
197900,7,1779,2,866,2,1998
117000,5,1348,1,884,1,1925
213000,7,1630,2,1630,2,2000
153500,5,1074,2,1056,1,1975
271900,7,2196,3,2158,2,1990
107000,4,1056,1,1056,1,1966
200000,6,1700,2,1682,2,2003
140000,5,1283,2,931,1,1962
290000,8,1660,2,1660,2,2006
189000,6,1845,2,1055,2,1992
164000,8,1752,2,559,2,1988
113000,4,672,1,672,1,1941
145000,4,960,1,648,0,1965
134500,5,999,1,925,1,1962
125000,5,894,1,894,1,1966
112000,6,1902,2,0,2,1978
229456,8,1314,2,1300,2,2009
80500,4,912,0,0,1,1947
91500,6,1218,0,672,1,1971
115000,5,912,1,912,1,1964
134000,5,1211,1,952,1,1968
143000,6,1846,1,1040,2,1949
137900,5,2136,2,2136,2,1951
184000,7,1490,2,788,2,2004
145000,6,1138,1,588,1,1958
214000,6,1933,3,894,2,2007
147000,5,912,2,912,1,1965
367294,9,1702,3,1702,1,2008
127000,5,1507,1,1075,2,1960
190000,5,2620,2,1361,2,1977
132500,5,1190,2,1106,1,1962
101800,4,1224,2,0,2,1962
142000,5,1188,2,1188,1,1959
130000,5,1964,0,940,1,1911
138887,5,1784,1,747,1,1914
175500,7,1626,2,764,2,2003
195000,7,1948,2,847,2,2004
142500,6,1141,2,1141,1,2005
265900,8,1484,2,1476,2,2006
224900,7,1768,2,884,2,2003
248328,7,1689,3,1689,2,2007
170000,7,1173,2,1053,2,1974
465000,10,2076,3,2076,2,2006
230000,8,1517,2,792,1,1929
178000,6,1868,2,585,3,1984
186500,7,1553,2,756,2,2005
169900,6,1034,3,1012,1,1976
129500,6,2058,2,735,1,1917
119000,5,988,1,876,1,1950
244000,7,2110,2,2110,2,1968
171750,7,1405,2,1405,2,2003
130000,5,874,1,864,1,1968
294000,7,2167,2,1192,2,1974
165400,7,1656,2,746,2,2003
127500,6,1367,1,884,1,1931
301500,8,1987,2,1986,2,1994
99900,5,864,0,864,1,1922
190000,7,1166,2,856,2,2005
151000,6,1054,2,1054,1,1969
181000,6,1675,2,841,2,1999
128900,5,1050,1,1050,1,1956
161500,4,1788,1,1104,1,1957
180500,6,1824,2,764,1,1919
181000,6,1337,2,1405,2,1998
183900,7,1452,2,691,2,1999
122000,7,1889,1,925,1,1910
378500,9,2018,3,2002,2,2008
381000,8,3447,3,728,3,1935
144000,5,1524,1,874,1,1958
260000,7,1524,2,1332,0,1979
185750,6,1489,2,1489,2,1968
137000,5,935,1,935,1,1965
177000,6,1357,1,1019,1,1959
139000,5,1250,2,661,2,1910
137000,5,1920,2,928,2,1948
162000,6,1395,2,723,1,1972
197900,6,1724,2,1680,1,1967
237000,8,2031,2,1128,2,2002
68400,4,1128,2,698,1,1920
227000,7,1573,2,1573,2,2002
180000,7,1339,2,1309,2,1990
150500,5,1040,2,1040,2,1977
139000,6,1824,0,912,2,1971
169000,6,2447,1,804,2,1919
132500,6,1412,1,780,1,1939
143000,6,1328,2,1328,1,1963
190000,5,1582,2,1624,2,1964
278000,8,1659,2,1501,2,2000
281000,8,1970,3,1085,2,2006
180500,5,1152,2,1152,1,1964
119500,5,1302,1,630,2,1972
107500,5,2372,1,994,2,1892
162900,7,1664,2,832,2,1976
115000,5,864,2,864,1,1955
138500,5,1052,1,1052,1,1968
155000,5,1128,2,1120,2,1963
140000,6,1072,2,547,2,2005
154000,5,1246,1,1246,1,1959
225000,7,1983,2,978,2,1999
177500,6,1494,1,771,1,1942
290000,8,2526,3,1165,2,1994
232000,7,1616,3,1616,2,2005
130000,7,1708,2,976,2,2004
325000,9,1652,2,1652,2,2006
202500,7,1368,2,1368,2,2005
138000,5,990,2,990,1,1994
147000,5,1122,2,924,1,1948
179200,6,1294,2,1278,2,1991
335000,7,1902,2,1902,2,1959
203000,7,1274,2,1274,2,2005
302000,8,2810,2,1453,2,1990
333168,9,2599,3,1393,2,1999
119000,4,948,1,948,1,1954
206900,6,2112,2,952,2,1969
295493,8,1630,3,1622,2,2008
208900,7,1352,2,1352,2,2006
275000,8,1787,3,1753,2,2001
111000,4,948,1,864,1,1954
156500,6,1478,2,1478,1,1957
72500,3,720,1,0,1,1949
190000,7,1923,2,750,2,1992
82500,4,708,0,420,1,1940
147000,8,1795,3,1795,2,2006
55000,4,796,0,796,1,1922
79000,3,774,0,544,1,1931
130500,5,816,1,816,1,1982
256000,6,2792,2,1510,2,1920
176500,7,1632,2,935,2,1998
227000,8,1588,3,1588,2,2006
132500,5,954,2,911,1,1976
100000,4,816,1,816,1,1938
125500,5,1360,1,803,1,1938
125000,5,1365,2,765,1,1970
167900,6,1334,2,1350,2,1977
135000,5,1656,2,1656,2,1973
52500,4,693,0,693,1,1941
200000,7,1861,2,916,2,2002
128500,5,864,1,864,1,1972
123000,4,872,4,858,1,1971
155000,6,1114,2,1114,1,2003
228500,8,2169,2,1284,2,2002
177000,6,1913,2,896,1,1928
155835,7,1456,2,728,2,2006
108500,4,960,1,960,1,1920
262500,7,2156,2,1568,2,1968
283463,8,1776,3,1732,2,2006
215000,7,1494,2,1482,2,1998
122000,8,2358,0,684,2,1872
200000,5,2634,4,1248,2,1969
171000,6,1716,2,858,1,1962
134900,6,1176,2,698,1,1937
410000,8,3238,3,2033,2,1995
235000,7,1865,3,992,2,2000
170000,7,1920,2,570,3,1968
110000,5,892,1,864,1,1966
149900,5,1078,2,1078,1,1971
177500,6,1573,2,756,2,2000
315000,9,1980,3,1980,2,2004
189000,5,2601,2,612,3,1921
260000,7,1530,2,1530,2,2005
104900,4,1738,1,715,2,1920
156932,6,1412,2,616,2,2006
144152,7,1200,2,600,2,2005
216000,7,1674,2,814,2,2000
193000,7,1790,2,873,2,1999
127000,5,1475,1,757,2,1977
144000,6,848,2,848,1,2003
232000,8,1668,2,1657,2,2003
105000,4,1374,1,840,1,1920
165500,6,1661,1,992,1,1955
274300,7,2097,2,1108,2,1998
466500,10,2633,3,2633,2,2001
250000,7,1958,3,1026,2,2005
239000,8,1571,3,1571,2,2007
91000,6,790,1,768,1,1930
117000,5,1604,2,984,2,1941
83000,6,987,1,483,1,1973
167500,5,1394,2,384,2,2006
58500,3,864,1,864,1,1914
237500,6,2117,2,1205,2,1970
157000,7,1762,2,596,1,1920
112000,5,1416,2,816,2,1918
105000,6,1258,1,560,1,1939
125500,4,1154,1,796,1,1922
250000,7,2784,2,1392,3,1978
136000,6,2526,1,714,2,1916
377500,9,1746,3,1746,2,2006
131000,6,1218,2,735,1,1941
235000,7,1525,2,1525,2,2000
124000,5,1584,3,1584,2,1967
123000,5,900,1,864,1,1967
163000,6,1912,2,482,2,1905
246578,7,1500,3,1356,2,2006
281213,8,2482,3,1094,2,2005
160000,5,1687,2,747,1,1948
137500,5,1513,1,939,1,1920
138000,5,1904,1,1208,1,1950
137450,6,1608,1,976,2,1925
120000,6,1158,1,862,1,1929
193000,6,1593,2,839,2,2004
193879,7,1294,2,1286,2,2006
282922,8,1464,3,1485,2,2007
105000,3,1214,3,672,1,1915
275000,8,1646,2,1594,2,2004
133000,5,768,2,768,1,1972
112000,5,833,0,833,1,1985
125500,4,1363,2,622,1,1910
215000,7,2093,2,791,2,1986
230000,7,1840,2,944,2,2001
140000,6,1668,1,856,1,1950
90000,4,1040,2,0,2,1949
257000,8,1844,2,1844,2,2005
207000,6,1848,2,833,1,1923
175900,7,1569,3,1386,2,2007
122500,4,2290,2,777,2,1885
340000,8,2450,3,1284,2,1998
124000,5,1144,1,1144,1,1963
223000,6,1844,2,1844,2,1969
179900,6,1416,2,708,2,1968
127500,6,1069,2,1069,2,1977
136500,6,848,2,848,1,2003
274970,6,2201,2,697,2,1966
144000,5,1344,1,1024,1,1958
142000,6,1252,2,1252,1,1959
271000,7,2127,2,1223,2,1994
140000,5,1558,1,913,1,1945
119000,5,804,1,788,1,1940
182900,6,1440,2,1440,2,1981
192140,5,1838,2,732,2,2005
143750,6,958,2,958,2,1976
64500,4,968,1,656,2,1927
186500,6,1792,2,936,2,2000
160000,5,1126,2,1126,2,1977
174000,6,1537,2,1319,1,1962
120500,4,864,2,864,1,1971
394617,8,1932,3,1932,2,2008
149700,6,1236,2,912,1,1957
197000,7,1725,2,539,2,1979
191000,6,2555,2,588,2,1922
149300,6,848,2,848,1,2004
310000,10,2007,3,1017,2,2008
121000,6,952,1,952,1,1916
179600,7,1422,2,1422,2,2004
129000,6,913,1,814,1,1966
157900,5,1188,1,1188,1,1962
240000,8,2090,2,1220,2,1995
112000,4,1346,1,560,1,1910
92000,5,630,0,630,1,1970
136000,5,1792,0,896,2,1974
287090,8,1578,3,1573,2,2008
145000,5,1072,2,547,1,2005
84500,5,1140,0,1140,1,2006
185000,7,1221,2,1221,2,2004
175000,6,1647,2,953,2,1999
210000,6,2073,2,1542,2,1978
266500,7,2340,1,1152,2,1941
142125,5,1078,1,1078,1,1950
147500,5,1256,1,1256,1,1965
